19
76	224	149	1	0	1	6.68419
89	196	137	0	1	1	6.60365
136	217	129	1	0	0	6.22411
149	207	155	2	0	0	6.71825
237	200	144	1	0	1	6.56173
272	200	140	0	0	2	6.47494
254	233	143	0	1	1	6.64325
187	193	160	2	0	0	6.51654
17	192	160	2	0	0	7.2425
138	195	166	0	1	1	6.99883
284	189	160	0	1	1	7.35434
274	188	161	1	1	0	7.38987
258	192	168	0	2	0	7.42144
38	187	165	0	0	2	7.47688
296	239	153	0	2	0	7.43542
144	187	166	0	1	1	7.54167
287	228	173	1	1	0	7.42056
143	227	99	1	0	0	5.92063
191	206	128	0	1	1	5.99854

nv	12	12	12

Vehicles departing from depots at the previous stage:
143	227	99	1	0	0	5.92063
191	206	128	0	1	1	5.99854
