20
20	211	159	2	0	0	6.76734
75	164	125	0	1	0	6.13184
183	160	136	2	0	0	6.77259
284	189	160	0	1	0	6.3236
241	207	170	0	1	0	6.84967
76	224	149	1	0	1	7.25519
204	179	206	1	0	1	7.55433
226	181	213	0	2	0	7.57905
221	150	163	0	0	2	7.84536
52	158	188	0	0	2	7.75041
287	228	173	1	1	0	7.8029
94	228	176	0	1	1	7.99528
199	216	209	2	0	0	7.88182
270	230	176	2	0	0	7.82615
235	193	234	0	1	1	7.88378
35	179	232	1	0	1	7.82507
177	181	233	0	1	1	7.81318
128	192	236	0	1	0	7.24157
294	197	238	0	1	1	8.27747
191	206	128	0	1	1	5.99854

nv	12	12	12

Vehicles departing from depots at the previous stage:
191	206	128	0	1	1	5.99854
