18
190	198	188	1	1	0	7.11193
18	175	201	2	0	0	7.53888
198	225	172	0	1	1	7.15341
66	213	199	2	0	0	7.63433
240	208	208	0	0	2	7.4032
33	174	211	0	1	1	7.39717
173	203	216	1	1	0	7.75918
238	182	220	0	1	1	7.49951
197	152	173	1	0	1	7.89201
186	198	223	0	1	1	7.54063
106	192	227	0	1	1	7.92775
257	161	202	2	0	0	7.93193
177	148	173	0	2	0	7.55961
180	228	186	2	0	0	7.92604
80	174	124	0	1	1	5.98018
90	168	125	1	1	0	5.4091
120	172	148	0	0	2	5.58
172	172	151	0	1	1	5.69893

nv	12	12	12

Vehicles departing from depots at the previous stage:
80	174	124	0	1	1	5.98018
90	168	125	1	1	0	5.4091
120	172	148	0	0	2	5.58
172	172	151	0	1	1	5.69893
