19
136	225	128	1	0	0	6.5204
115	212	137	1	0	1	7.03879
204	210	135	1	1	0	6.97273
30	251	135	1	1	0	6.96553
121	250	139	0	2	0	7.30933
73	226	153	1	0	1	6.76357
81	236	169	0	0	2	7.02905
179	207	154	1	0	1	7.60744
198	225	172	0	1	1	7.44727
1	238	174	1	0	1	7.80384
127	254	157	1	1	0	7.81614
29	232	97	1	1	0	5.94631
7	226	99	0	0	1	5.66835
20	243	106	1	1	0	5.48418
227	241	120	0	0	2	5.69
256	214	119	0	1	1	5.7916
218	246	121	0	2	0	5.82
196	220	131	0	1	1	5.91
9	228	136	2	0	0	5.97488

nv	12	12	12

Vehicles departing from depots at the previous stage:
29	232	97	1	1	0	5.94631
7	226	99	0	0	1	5.66835
20	243	106	1	1	0	5.48418
227	241	120	0	0	2	5.69
256	214	119	0	1	1	5.7916
218	246	121	0	2	0	5.82
196	220	131	0	1	1	5.91
9	228	136	2	0	0	5.97488
