19
94	174	42	0	0	1	3.48373
52	117	88	2	0	0	3.4416
18	184	14	0	2	0	3.69843
121	120	93	0	2	0	3.75299
109	138	92	1	1	0	3.6058
269	187	62	0	1	1	3.85452
249	169	78	2	0	0	3.74965
92	171	77	0	1	1	3.81647
164	177	76	2	0	0	3.69262
170	134	99	0	0	2	4.01752
195	120	106	0	1	0	3.54
102	212	49	0	0	2	3.83504
236	220	35	2	0	0	3.96914
13	125	107	0	0	2	4.57399
204	151	98	0	1	1	4.48306
21	146	101	1	0	1	4.45218
186	211	61	1	1	0	4.74052
212	201	73	0	2	0	4.53982
188	198	76	1	0	1	4.76118

nv	12	12	12

Vehicles departing from depots at the previous stage:
