14
197	259	157	0	2	0	7.88127
149	261	153	0	1	1	7.96225
171	231	223	0	1	1	8.80171
4	235	224	0	1	0	7.89291
227	238	225	1	0	1	8.62123
18	223	226	2	0	0	8.91341
115	220	225	1	1	0	8.82674
173	235	228	2	0	0	8.91958
90	220	227	0	0	2	8.91167
217	262	199	0	2	0	8.49145
246	225	110	0	0	2	5.39
145	220	109	2	0	0	5.43
224	224	113	0	1	1	5.46
17	218	113	1	0	1	5.59642

nv	9	9	9

Vehicles departing from depots at the previous stage:
246	225	110	0	0	2	5.39
145	220	109	2	0	0	5.43
224	224	113	0	1	1	5.46
17	218	113	1	0	1	5.59642
