14
93	217	138	0	0	1	6.34072
135	234	146	0	0	2	6.30508
149	203	166	2	0	0	7.08546
22	201	175	0	2	0	7.27623
176	190	181	2	0	0	7.29
86	237	171	0	2	0	7.48298
36	225	192	1	0	0	6.88
106	227	192	1	1	0	7.89333
55	209	84	0	0	2	5.09623
32	206	121	0	2	0	5.85653
3	166	123	0	0	1	5.41079
150	205	130	2	0	0	5.85821
173	173	148	0	0	1	5.85611
134	187	129	0	1	1	5.79

nv	8	8	8

Vehicles departing from depots at the previous stage:
55	209	84	0	0	2	5.09623
32	206	121	0	2	0	5.85653
3	166	123	0	0	1	5.41079
150	205	130	2	0	0	5.85821
173	173	148	0	0	1	5.85611
134	187	129	0	1	1	5.79
