14
67	223	173	2	0	0	6.97259
204	155	178	0	2	0	7.13867
36	154	176	0	1	1	7.72631
5	159	191	0	1	1	7.876
233	154	181	0	1	0	7.01
243	176	220	1	1	0	7.78741
25	212	212	1	0	1	7.22125
265	213	211	0	0	2	7.93697
228	152	179	2	0	0	8.02886
231	211	216	0	0	2	7.79422
208	183	132	2	0	0	5.2197
34	175	131	1	0	1	5.97723
51	172	152	0	1	1	5.66
91	212	120	0	2	0	5.85

nv	9	9	9

Vehicles departing from depots at the previous stage:
208	183	132	2	0	0	5.2197
34	175	131	1	0	1	5.97723
51	172	152	0	1	1	5.66
91	212	120	0	2	0	5.85
