19
17	170	53	0	1	1	3.5998
92	183	23	0	2	0	3.61156
98	103	93	1	0	1	3.67037
35	152	77	0	0	2	3.731
255	195	9	0	0	2	3.69221
182	191	49	0	1	1	3.94838
50	203	36	1	1	0	4.14243
111	157	84	1	0	1	3.73194
211	176	72	1	1	0	3.92373
26	207	20	2	0	0	3.83584
61	188	69	0	0	2	4.11595
65	155	93	0	2	0	4.51755
155	216	40	0	2	0	3.84649
112	162	92	2	0	0	4.47782
212	149	98	2	0	0	4.29742
242	211	62	0	1	1	4.11094
104	170	93	1	1	0	4.76495
13	96	86	1	0	0	3.26971
160	123	76	0	0	1	3.20682

nv	12	12	12

Vehicles departing from depots at the previous stage:
13	96	86	1	0	0	3.26971
160	123	76	0	0	1	3.20682
