14
242	227	75	1	0	1	5.11711
239	133	121	0	0	2	5.41674
23	155	116	0	2	0	5.31131
148	233	84	0	1	1	5.79959
26	178	128	1	1	0	5.98451
24	179	130	1	1	0	5.99595
209	171	123	0	0	2	5.92499
135	166	152	1	1	0	5.87
38	186	136	2	0	0	5.97
169	207	65	0	1	0	4.58246
258	216	64	2	0	0	4.86115
75	219	62	0	0	2	4.90787
227	222	64	0	2	0	5.04733
63	241	20	1	0	1	5.04348

nv	9	9	9

Vehicles departing from depots at the previous stage:
169	207	65	0	1	0	4.58246
258	216	64	2	0	0	4.86115
75	219	62	0	0	2	4.90787
227	222	64	0	2	0	5.04733
63	241	20	1	0	1	5.04348
