18
224	232	42	2	0	0	4.86406
105	241	38	0	0	2	4.90101
42	221	74	1	1	0	5.21521
15	241	49	0	1	1	5.22353
62	240	64	0	1	1	5.29949
228	179	133	1	1	0	5.71622
27	176	132	0	2	0	5.80855
177	174	130	1	0	1	5.14
183	203	134	1	1	0	5.97283
119	204	135	1	1	0	5.97405
160	203	138	1	0	1	5.58
142	200	137	0	0	2	5.65027
13	228	126	2	0	0	5.72
164	173	156	0	0	2	5.83551
122	224	13	1	1	0	4.32049
268	228	12	0	0	2	4.76602
61	229	17	1	1	0	4.78361
98	230	15	0	2	0	4.8185

nv	12	12	12

Vehicles departing from depots at the previous stage:
122	224	13	1	1	0	4.32049
268	228	12	0	0	2	4.76602
61	229	17	1	1	0	4.78361
98	230	15	0	2	0	4.8185
