14
108	233	150	1	0	1	6.72611
97	190	161	2	0	0	7.33044
224	233	157	1	0	1	7.34927
118	220	192	2	0	0	7.76359
90	207	197	1	1	0	7.68063
92	219	197	0	1	1	7.79743
2	177	134	0	1	0	5.94283
106	207	120	0	2	0	5.16
182	194	120	0	1	1	5.37
1	220	117	1	0	1	5.89396
203	219	118	0	2	0	5.85344
260	230	124	1	0	1	5.67
141	192	136	0	0	2	5.84005
45	212	117	0	1	1	5.98181

nv	9	9	9

Vehicles departing from depots at the previous stage:
2	177	134	0	1	0	5.94283
106	207	120	0	2	0	5.16
182	194	120	0	1	1	5.37
1	220	117	1	0	1	5.89396
203	219	118	0	2	0	5.85344
260	230	124	1	0	1	5.67
141	192	136	0	0	2	5.84005
45	212	117	0	1	1	5.98181
