19
38	197	175	0	1	1	6.72016
71	190	141	0	1	0	6.11323
81	200	159	2	0	0	6.40585
116	206	139	0	1	1	6.19205
154	200	156	1	0	1	6.46332
173	199	157	0	2	0	6.51342
185	199	173	1	0	1	6.84742
191	205	136	0	1	1	6.16662
198	198	170	2	0	0	6.34841
201	200	160	1	0	1	6.62412
271	205	169	0	2	0	6.59658
194	206	172	0	1	1	6.69517
215	196	181	2	0	0	6.44059
37	186	187	0	0	2	6.96099
30	187	192	1	1	0	7.1729
106	160	160	0	1	0	6.29
169	192	194	2	0	0	7.21166
315	197	193	0	1	1	7.19632
53	160	164	0	0	2	7.36524

nv	12	12	12

Vehicles departing from depots at the previous stage:
