18
252	162	50	1	0	1	3.44791
184	131	80	0	0	2	3.49744
249	119	86	0	0	2	3.64565
41	182	16	0	1	1	3.58205
127	183	18	0	1	1	3.6239
14	184	23	0	1	1	3.62405
228	175	49	0	2	0	3.67382
70	153	74	2	0	0	3.80778
3	174	62	2	0	0	3.66313
5	140	86	0	2	0	3.82036
16	176	65	2	0	0	3.82721
247	203	17	0	0	2	4.03457
105	184	63	2	0	0	3.75714
198	189	60	0	2	0	4.17628
220	139	94	1	1	0	4.24321
7	212	30	2	0	0	3.86856
262	191	66	0	0	2	3.87408
256	194	66	0	2	0	4.21822

nv	12	12	12

Vehicles departing from depots at the previous stage:
