13
11	244	116	1	0	1	6.51011
51	239	138	2	0	0	6.80127
57	253	153	0	2	0	7.66859
36	237	170	1	1	0	7.44564
66	228	180	2	0	0	7.66609
64	207	165	0	1	1	7.27128
148	198	155	0	2	0	7.96774
22	225	191	0	1	1	7.49158
145	231	90	0	0	1	5.9104
58	175	148	0	0	2	5.97267
83	241	113	0	1	1	5.98029
153	220	133	2	0	0	5.95
116	161	146	0	0	1	5.97

nv	8	8	8

Vehicles departing from depots at the previous stage:
145	231	90	0	0	1	5.9104
58	175	148	0	0	2	5.97267
83	241	113	0	1	1	5.98029
153	220	133	2	0	0	5.95
116	161	146	0	0	1	5.97
