15
10	210	161	0	0	1	6.75602
29	176	168	0	1	0	6.22461
50	206	162	0	0	1	6.70794
73	182	165	0	2	0	6.69459
103	204	165	0	0	1	6.73049
121	200	163	0	0	2	6.67371
69	171	169	2	0	0	6.96748
147	228	165	1	0	1	7.57185
156	225	177	1	1	0	7.86932
66	229	167	1	1	0	7.89769
23	172	122	0	1	1	5.96119
171	177	129	2	0	0	5.83176
92	172	128	1	1	0	5.69011
7	233	63	0	0	1	5.26326
43	236	59	0	1	0	5.2524

nv	8	8	8

Vehicles departing from depots at the previous stage:
23	172	122	0	1	1	5.96119
171	177	129	2	0	0	5.83176
92	172	128	1	1	0	5.69011
7	233	63	0	0	1	5.26326
43	236	59	0	1	0	5.2524
