14
43	211	138	2	0	0	6.46222
47	197	153	1	0	0	6.39912
93	187	149	0	1	1	7.05797
58	180	145	1	0	1	7.05778
62	180	149	0	2	0	7.0464
55	222	180	1	0	1	7.36962
147	207	192	1	0	1	7.66753
61	253	8	2	0	0	5.36404
76	209	113	0	1	1	5.39668
16	224	117	0	0	2	5.55
125	225	127	0	0	2	5.76
150	197	143	0	2	0	5.79
124	230	133	1	1	0	5.94774
184	188	139	0	2	0	5.9881

nv	9	9	9

Vehicles departing from depots at the previous stage:
61	253	8	2	0	0	5.36404
76	209	113	0	1	1	5.39668
16	224	117	0	0	2	5.55
125	225	127	0	0	2	5.76
150	197	143	0	2	0	5.79
124	230	133	1	1	0	5.94774
184	188	139	0	2	0	5.9881
