15
206	203	134	0	2	0	6.47618
250	206	138	0	1	0	6.27459
94	184	150	0	1	0	6.34
244	180	145	0	1	1	7.18799
268	183	155	0	0	1	6.51531
18	241	148	0	0	2	6.72676
76	182	155	1	0	1	7.25333
155	182	156	2	0	0	7.52474
70	202	187	1	0	1	7.57944
97	197	185	1	0	1	7.60643
257	198	186	0	2	0	7.5501
118	204	132	2	0	0	5.96453
138	204	135	1	0	1	5.97495
266	200	137	0	1	1	5.6
31	225	128	1	1	0	5.78

nv	9	9	9

Vehicles departing from depots at the previous stage:
118	204	132	2	0	0	5.96453
138	204	135	1	0	1	5.97495
266	200	137	0	1	1	5.6
31	225	128	1	1	0	5.78
