14
214	202	149	1	0	0	6.42489
175	186	180	1	1	0	6.80772
208	217	158	1	1	0	7.10219
50	224	149	1	0	1	7.23392
118	200	198	1	1	0	6.9038
212	183	208	1	0	1	7.59025
5	152	162	0	2	0	7.71332
204	170	206	1	0	1	7.84912
127	150	163	1	0	1	7.81441
49	155	181	0	1	1	7.8593
47	173	122	0	1	1	5.94237
101	173	126	0	2	0	5.09
244	164	125	0	0	2	5.96454
271	161	135	1	0	1	5.95185

nv	9	9	9

Vehicles departing from depots at the previous stage:
47	173	122	0	1	1	5.94237
101	173	126	0	2	0	5.09
244	164	125	0	0	2	5.96454
271	161	135	1	0	1	5.95185
