19
212	183	87	1	0	0	4.63089
86	148	109	1	1	0	4.83022
248	223	81	0	1	1	5.36618
107	232	78	0	1	1	5.34667
126	183	119	1	1	0	5.65136
41	199	96	2	0	0	4.8737
9	231	84	1	0	1	5.27561
214	228	85	1	1	0	5.41706
149	236	84	0	1	1	5.51718
236	168	117	0	0	2	5.08
193	232	97	0	0	2	5.09
222	199	112	2	0	0	5.46877
97	197	115	1	1	0	5.56362
1	168	125	1	1	0	5.90325
10	240	116	1	1	0	5.65232
238	245	116	0	1	1	5.73363
256	187	133	0	0	2	5.96731
221	220	131	0	1	1	5.91
161	109	108	0	1	0	4.42055

nv	12	12	12

Vehicles departing from depots at the previous stage:
161	109	108	0	1	0	4.42055
