20
199	191	69	1	0	0	3.82607
257	187	74	1	0	0	3.84444
75	189	76	2	0	0	3.79671
35	136	114	0	2	0	5.04735
221	243	29	0	0	2	5.04551
264	232	57	1	0	0	4.15
12	230	61	0	2	0	5.00467
155	245	29	0	0	2	5.02915
183	244	35	1	0	1	5.16801
226	237	52	1	0	1	4.43673
262	233	59	1	0	0	4.21
43	144	114	0	2	0	5.11324
271	246	34	0	1	1	5.01418
100	238	55	0	1	1	5.25269
243	247	37	0	2	0	4.92879
41	141	116	2	0	0	5.18207
64	236	59	0	0	2	5.18049
77	248	36	2	0	0	5.02991
103	250	25	0	0	2	4.63802
185	236	60	0	2	0	5.18333

nv	12	12	12

Vehicles departing from depots at the previous stage:
