20
31	225	128	1	0	0	6.27238
73	234	106	1	0	0	6.27625
90	238	126	1	0	1	6.43097
250	206	138	1	1	0	6.42049
192	256	135	0	2	0	6.55899
248	241	164	1	0	0	6.68322
37	214	160	1	1	0	6.94813
224	220	169	1	1	0	7.4095
100	210	165	0	1	1	7.34104
68	251	165	0	1	1	7.58545
9	240	184	0	1	1	7.67056
166	214	181	0	0	2	7.09
241	245	184	0	0	2	7.85452
116	243	194	0	2	0	7.88366
59	254	181	1	0	1	7.32
194	232	203	0	1	1	7.98459
36	204	186	2	0	0	7.49
70	202	187	1	0	1	7.58
118	204	132	1	0	0	5.95646
267	240	111	0	1	1	5.99343

nv	12	12	12

Vehicles departing from depots at the previous stage:
118	204	132	1	0	0	5.95646
267	240	111	0	1	1	5.99343
