18
226	69	62	0	0	2	1.83752
217	66	64	1	1	0	1.87269
209	77	61	0	2	0	1.84555
128	72	64	1	1	0	1.95427
115	113	32	1	1	0	1.94077
144	127	12	1	0	1	2.09731
12	130	11	1	0	1	2.12533
238	73	75	1	1	0	2.20799
74	126	41	0	2	0	2.38689
262	103	62	2	0	0	2.0907
57	80	73	0	1	1	2.17666
91	74	77	1	1	0	2.25319
33	126	50	1	0	1	2.62333
111	128	48	0	0	2	2.13153
25	132	45	1	1	0	2.67289
216	107	66	0	0	2	2.20036
87	74	80	1	0	1	2.05329
258	130	50	0	1	1	2.1026

nv	12	12	12

Vehicles departing from depots at the previous stage:
