21
257	218	153	0	1	0	6.75532
83	221	158	2	0	0	7.06081
271	217	161	0	2	0	6.67534
275	216	173	0	1	0	6.64432
183	223	173	2	0	0	7.39229
206	225	172	0	1	0	6.91542
220	184	162	0	1	0	6.77921
245	227	176	2	0	0	7.46595
216	181	161	0	1	0	7.04647
148	176	164	0	0	2	7.8593
157	175	162	0	0	2	7.51525
219	174	163	0	2	0	7.21293
74	173	163	1	0	1	8.10144
237	212	212	0	1	1	7.90568
169	216	212	0	0	2	7.99786
80	213	215	0	1	1	7.41453
244	211	216	0	0	2	8.19567
55	213	218	2	0	0	8.23235
294	215	218	2	0	0	8.20593
96	220	216	1	0	1	8.17399
121	236	98	0	1	0	5.97077

nv	12	12	12

Vehicles departing from depots at the previous stage:
121	236	98	0	1	0	5.97077
