19
32	71	4	0	0	1	1.10669
289	119	7	1	0	1	2.13399
255	112	49	0	0	1	1.33
159	128	26	0	0	2	2.26934
278	114	54	2	0	0	2.39404
22	73	76	0	1	1	2.48667
5	85	74	0	1	1	2.60646
175	137	0	0	2	0	2.35283
172	144	23	2	0	0	2.25656
28	144	32	0	1	1	2.56766
263	145	32	2	0	0	2.57361
281	145	33	0	2	0	2.384
164	147	28	2	0	0	2.43448
181	78	82	0	1	1	2.84375
34	86	80	2	0	0	2.62313
92	77	83	0	1	1	2.85289
66	147	35	0	2	0	2.55132
81	149	33	1	1	0	2.41581
151	149	36	0	0	2	2.42732

nv	12	12	12

Vehicles departing from depots at the previous stage:
