19
145	216	175	2	0	0	7.81853
163	207	170	1	0	0	7.26918
221	229	190	1	0	1	8.04531
74	262	164	2	0	0	8.08604
55	200	176	1	0	1	7.64585
157	199	178	0	2	0	7.7456
121	203	186	0	1	1	8.17556
24	208	197	0	0	1	7.59
211	236	216	0	2	0	8.6526
80	216	212	1	0	1	8.70333
180	220	216	0	0	2	8.3745
47	231	220	1	1	0	8.37639
265	213	211	0	0	2	8.36875
8	231	93	0	2	0	5.64304
38	235	92	2	0	0	5.56415
137	235	93	0	0	2	5.99333
142	226	98	0	2	0	5.46697
244	236	98	1	0	1	5.83801
91	212	120	0	2	0	5.85

nv	12	12	12

Vehicles departing from depots at the previous stage:
8	231	93	0	2	0	5.64304
38	235	92	2	0	0	5.56415
137	235	93	0	0	2	5.99333
142	226	98	0	2	0	5.46697
244	236	98	1	0	1	5.83801
91	212	120	0	2	0	5.85
